,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
13636,28871,28871,1458408857315721219,China_News12,"A private media, a media that is not controlled and funded by any capital from the United States and European countries! Refuse to accept funding in any way!",Grim reape.hura Forbidden Land,216,316,5361,2021-11-10 12:19:22.000000,1566106172645449728,2022-09-03 16:49:43,0,"7)It is the Japanese government and the Taiwan Independence Democratic Progressive Party Tsai Ing-wen(@iingwen ) who are active on Twitter.
#中国 #China #Nanjing #Russia #新闻 #NEWS #World #UN #Asia #Europe #Africa #MiddleEast #ASEAN #International #USA #Japan","[{'text': '中国', 'indices': [140, 143]}, {'text': 'China', 'indices': [144, 150]}, {'text': 'Nanjing', 'indices': [151, 159]}, {'text': 'Russia', 'indices': [160, 167]}, {'text': '新闻', 'indices': [168, 171]}, {'text': 'NEWS', 'indices': [172, 177]}, {'text': 'World', 'indices': [178, 184]}, {'text': 'UN', 'indices': [185, 188]}, {'text': 'Asia', 'indices': [189, 194]}, {'text': 'Europe', 'indices': [195, 202]}, {'text': 'Africa', 'indices': [203, 210]}, {'text': 'MiddleEast', 'indices': [211, 222]}, {'text': 'ASEAN', 'indices': [223, 229]}, {'text': 'International', 'indices': [230, 244]}, {'text': 'USA', 'indices': [245, 249]}, {'text': 'Japan', 'indices': [250, 256]}]",en,,1,False,0,0,,1566106170019876864,1458408857315721216,China_News12,False,0,0,,2022-09-03 22:12:04.984955,0.0,0.863,0.137,0.6597
5909,13058,13058,1546028954980696067,SmoothFellaRuss,"I do not confirm nor deny anything. I may say but it's from unconfirmed sources.  #NAFO
Slava Ukraini 🇺🇦 
Just a Fella tryna make a difference.",not langley maybe ,1627,925,674,2022-07-10 07:10:37.000000,1571436461538385922,2022-09-18 09:50:22,0,"I am astounded that this flying monkey for the Autocratic, facist regime @RealAlexRubi calls himself an Investigative journalist however his content bears no sign of investigative anything. He is no more than a mouthpiece for the murderous Putin regime....  #NAFOfellas #Ukraine️ https://t.co/RcLxhQbsaH","[{'text': 'NAFOfellas', 'indices': [258, 269]}, {'text': 'Ukraine️', 'indices': [270, 279]}]",en,,3,False,0,0,,0,0,,False,0,0,,2022-09-18 15:38:02.911166,0.174,0.769,0.057,-0.7003
12299,27020,27020,39473185,accouder,In spite of claiming 'A Wave Of Antisemitism' ADL unable to provide Israeli filmmaker Yoav Shamir with one incident he could report on. #ItWasAScam,European Union E U,1929,1270,128910,2009-05-12 10:31:03.000000,1571532395781967874,2022-09-18 16:11:35,0,"@lsarsour @aaronjmate to talk about #Russia and women's march
@nytimes

https://t.co/oDZ5k7bg8t","[{'text': 'Russia', 'indices': [36, 43]}]",en,,1,False,0,0,,1571492521221431296,27187343,lsarsour,True,1571527902713241600,153517357,aaronjmate,2022-09-18 19:23:31.920503,0.0,1.0,0.0,0.0
6683,14996,14996,53868814,PhraAthit,,Berlin,192,256,49071,2009-07-05 08:26:39.000000,1571450437311643649,2022-09-18 10:45:55,0,"#Russia #Putin

Local politicians team up to challenge Russian President Vladimir Putin
Alter Mann was nun?
https://t.co/QgbhZiyXuV","[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'Putin', 'indices': [8, 14]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-18 14:46:19.010423,0.0,0.925,0.075,0.0772
6388,14234,14234,1253724540276035584,VeedusM,"Impacting the world one subject at a time.

""FEDERAL REPUBLICAN""
Article 4, section 4 of the constitution.",,0,16,116,2020-04-24 16:36:52.000000,1571444595497603074,2022-09-18 10:22:42,0,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#PONTIFEX 
#CopelandNetwork 
#UN 
#NATO 
#WSJ 
#NYSE
#California 
#RepMTG 
#RepBoebert 

Oh, by the way...

All that ""PRUNE JUICE"" you have sitting around going bad, I'LL TAKE IT!
I drink it like its water.","[{'text': 'POTUS', 'indices': [0, 6]}, {'text': 'SCOTUS', 'indices': [8, 15]}, {'text': 'GOP', 'indices': [17, 21]}, {'text': 'DNC', 'indices': [23, 27]}, {'text': 'FoxNews', 'indices': [29, 37]}, {'text': 'CNN', 'indices': [39, 43]}, {'text': 'Antifa', 'indices': [45, 52]}, {'text': 'BlackLivesMatter', 'indices': [54, 71]}, {'text': 'PONTIFEX', 'indices': [73, 82]}, {'text': 'CopelandNetwork', 'indices': [84, 100]}, {'text': 'UN', 'indices': [102, 105]}, {'text': 'NATO', 'indices': [107, 112]}, {'text': 'WSJ', 'indices': [114, 118]}, {'text': 'NYSE', 'indices': [120, 125]}, {'text': 'California', 'indices': [126, 137]}, {'text': 'RepMTG', 'indices': [139, 146]}, {'text': 'RepBoebert', 'indices': [148, 159]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-18 15:08:12.391815,0.086,0.858,0.056,-0.3164
16845,36814,36814,3092261692,Fireblade577,Ex Submarine Officer in the Royal Danish Navy. Currently Reservoir Engineer consultant,,209,2511,4660,2015-03-15 22:45:29.000000,1571594896418525185,2022-09-18 20:19:56,5,I hope we don't get hardened and used to these sort of Russian atrocities. It is important to keep ones perspective and not let the sensory overload drown the outrage #UkraineRussiaWar https://t.co/SOOcJROYM5,"[{'text': 'UkraineRussiaWar', 'indices': [167, 184]}]",en,,22,False,0,0,,0,0,,True,1571509676440973312,864624748738875392,DMokryk,2022-09-19 00:23:51.208620,0.231,0.655,0.114,-0.7003
658,1204,1204,1487954536992059394,TheMikeIsenberg,"I drink bourbon and write novels. Please check out my latest, The Thread of Reason, at https://t.co/L4mE6uRrjg",,148,74,739,2022-01-31 01:03:44.000000,1571304907516280838,2022-09-18 01:07:38,0,"#Russia using #Iran drones against #Ukraine 
 https://t.co/ApfIdOzS7Y","[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'Iran', 'indices': [14, 19]}, {'text': 'Ukraine', 'indices': [35, 43]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-18 07:32:13.366987,0.0,1.0,0.0,0.0
8679,19457,19457,1544263248912039938,BZEN67396288,"I am a dog, I pee on vatnik legs.
 #NAFO","Langley, Russia",1725,1498,1260,2022-07-05 10:14:08.000000,1571483137275740166,2022-09-18 12:55:51,5,Read this #RussiaIsATerroristState https://t.co/bccuoGWZU1,"[{'text': 'RussiaIsATerroristState', 'indices': [10, 34]}]",en,,11,False,0,0,,0,0,,True,1571224457854730240,4229156917,d_foubert,2022-09-18 20:38:49.942167,0.0,1.0,0.0,0.0
13412,29223,29223,1497305451591090182,AnnaJ66545951,,Scotland,110,109,820,2022-02-25 20:21:08.000000,1571545312585519104,2022-09-18 17:02:55,0,"@BBCWorld I'm so tired of anyone from eu saying oh we need to investigate. Nothing has been done, nothing has been changed. They just let people die. We need to stop russians now or they will never stop killing! #RussiaIsATerroristState","[{'text': 'RussiaIsATerroristState', 'indices': [212, 236]}]",en,,0,False,0,0,,1571435657037488128,742143,BBCWorld,False,0,0,,2022-09-19 01:09:30.188322,0.201,0.693,0.107,-0.6936
6807,15301,15301,1364328641304346628,Lloyd_cymru,observing the galaxy,Close to Jupiter ,259,4822,2212,2021-02-23 21:38:33.000000,1571453027617234944,2022-09-18 10:56:12,7,"The sheer size of propaganda against Turkey is forged by #Greek Ministry of Foreign Affairs accounts. The 2nd reason of intensified propaganda is revealed #Greek companies' shipping strategy, approximately %60 percent of #Russian oil is delivered by Greece.","[{'text': 'Greek', 'indices': [57, 63]}, {'text': 'Greek', 'indices': [155, 161]}, {'text': 'Russian', 'indices': [221, 229]}]",en,,33,False,0,0,,1571453023745884160,1364328641304346624,Lloyd_cymru,False,0,0,,2022-09-18 15:08:07.124423,0.1,0.9,0.0,-0.4588
18427,40115,40115,1271195358971015169,Treering3,Support Miles! Our Himalaya!,,255,109,3735,2020-06-11 21:39:56.000000,1571622908832907264,2022-09-18 22:11:15,0,"@POTUS #Putin has an incurable disease - squamous cell carcinoma of the anus, which has been operated on but failed, Putin will die, and before he dies he may be so mad that he wants to destroy the #Ukrainian nuclear power plants. https://t.co/RrGlVLevXU","[{'text': 'Putin', 'indices': [7, 13]}, {'text': 'Ukrainian', 'indices': [198, 208]}]",en,,0,False,0,0,,1571605068864163840,1349149096909668352,POTUS,False,0,0,,2022-09-19 01:03:58.559737,0.341,0.659,0.0,-0.9727
13478,29361,29361,1566107532657131520,steppewolves,"Company-tactical group ""Steppe Wolves'"" objective is to keep Ukraine free and independent. 🇺🇦 🇨🇦",Ukraine,7,15,36,2022-09-03 16:57:04.000000,1571546166378086400,2022-09-18 17:06:18,1,"This is just a small part of what our friends provided us with last winter. You too can pitch in into our common victory! 

#HelpUkraine #SupportUkraine #StandWithUkraine https://t.co/YSCCJVVPC8 https://t.co/520om2DSbe","[{'text': 'HelpUkraine', 'indices': [124, 136]}, {'text': 'SupportUkraine', 'indices': [137, 152]}, {'text': 'StandWithUkraine', 'indices': [153, 170]}]",en,,1,False,0,0,,0,0,,True,1567310400961626112,1566107532657131520,steppewolves,2022-09-18 22:38:51.172044,0.0,0.892,0.108,0.5255
1603,2821,2821,2492018569,1000news_de,Redaktionen newsfhg (Fb) https://t.co/l38x6Mheft 📚 journews #Journalismus Medien #IDFP IMP https://t.co/YmB3t7t8b9 | RT'snoEnd,Bad Homburg v. d. H.,3124,1040,55889,2014-05-12 21:49:39.000000,1571332788049027074,2022-09-18 02:58:25,0,"17.9.2022 MDR Aktuell (ARD)
""Czech #EU Presidency calls for #Russia to be brought to justice after discovered graves in #Isjum (#Ukraine). An international war crimes tribunal must be set up.""|@ZDFheute @Weltspiegel_ARD @BBCWorld 
|@Umweltzeitung Ruleoflaw https://t.co/lF0JHu7wWB","[{'text': 'EU', 'indices': [35, 38]}, {'text': 'Russia', 'indices': [60, 67]}, {'text': 'Isjum', 'indices': [120, 126]}, {'text': 'Ukraine', 'indices': [128, 136]}]",en,,1,False,0,0,,0,0,,True,1571152293885534208,19228733,MDRAktuell,2022-09-18 08:52:31.984128,0.147,0.771,0.082,-0.4019
10328,22924,22924,1506936520661417987,KBoz3,The news and opinions not allowed on Western media,,606,625,9333,2022-03-24 10:10:59.000000,1571506961312620545,2022-09-18 14:30:31,4,#Putin reveals that much of the #Ukrainian grain is actually #American after #Ukraine sold its farmlands to #USA companies. https://t.co/BJg5TsNjK5,"[{'text': 'Putin', 'indices': [0, 6]}, {'text': 'Ukrainian', 'indices': [32, 42]}, {'text': 'American', 'indices': [61, 70]}, {'text': 'Ukraine', 'indices': [77, 85]}, {'text': 'USA', 'indices': [108, 112]}]",en,,7,False,0,0,,0,0,,False,0,0,,2022-09-18 18:27:42.157612,0.0,1.0,0.0,0.0
3673,7390,7390,950957814830153729,divine4iran,"‏IRAN NATIONAL REVOLUTION  
انقلاب ملی ایران",,0,12,153,2018-01-10 05:09:45.000000,1571395033886081025,2022-09-18 07:05:45,1,"🌍

 🕊 #مهسا_امینی

Where are the #women rights activists?
Where is the free #World voice?
#BREAKING 

22 years old girl #MahsaAmini Dies After Arrest By 'Morality Police' Over Hijab In #Iran
The police shooting  people coming to protest 
#Ukraine #RussianArmy #صباح_الخير
#ایران https://t.co/VXub32SR9n","[{'text': 'مهسا_امینی', 'indices': [6, 17]}, {'text': 'women', 'indices': [33, 39]}, {'text': 'World', 'indices': [76, 82]}, {'text': 'BREAKING', 'indices': [90, 99]}, {'text': 'MahsaAmini', 'indices': [120, 131]}, {'text': 'Iran', 'indices': [185, 190]}, {'text': 'Ukraine', 'indices': [238, 246]}, {'text': 'RussianArmy', 'indices': [247, 259]}, {'text': 'صباح_الخير', 'indices': [260, 271]}, {'text': 'ایران', 'indices': [272, 278]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-18 09:34:30.117979,0.095,0.839,0.066,-0.1179
12567,27532,27532,50367257,bloomsbury1918,First ...♡,Somewhere but not here... ,21,39,7852,2009-06-24 17:14:11.000000,1571535351881302020,2022-09-18 16:23:20,0,"Intervention of #Russia embassy is wrong - but not the US ambassador's interference in Mexico's internal energy affairs or in Venezuela, Cuba, Nicaragua, Bolivia, Brazil,... In #Ukraine — México has an obligation to be its ball-kissing lackey. OBVIOUSLY! https://t.co/act1JZr8t4","[{'text': 'Russia', 'indices': [16, 23]}, {'text': 'Ukraine', 'indices': [177, 185]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-18 19:23:28.271229,0.049,0.881,0.07,0.2244
8073,18136,18136,1456228393234493446,ReddySalina,"#Democracy is the face of a #layman
Democracy represents the #idea of a #nation 
Don't spoil it for #personal #riches & #Grudges

RT, QT and Likes ≠ endorsment.",Earth,1030,549,101793,2021-11-04 11:55:13.000000,1571473557468905473,2022-09-18 12:17:47,0,"In addition, it intends to increase the #composition of #combat #groups to the brigade level. Moreover, #NATO #countries pledged to increase #defense #spending.","[{'text': 'composition', 'indices': [40, 52]}, {'text': 'combat', 'indices': [56, 63]}, {'text': 'groups', 'indices': [64, 71]}, {'text': 'NATO', 'indices': [104, 109]}, {'text': 'countries', 'indices': [110, 120]}, {'text': 'defense', 'indices': [141, 149]}, {'text': 'spending', 'indices': [150, 159]}]",en,,0,False,0,0,,1571473555401101312,1456228393234493440,ReddySalina,False,0,0,,2022-09-18 16:38:17.397076,0.087,0.691,0.222,0.4019
19699,42391,42391,1013813874095808515,DudesJoe,,,53,50,23822,2018-07-02 15:57:18.000000,1571649789523300352,2022-09-18 23:58:04,0,"#Teachers  ""Teachers"" 
Lost your mind! #Democrats lock you down for the COVID pandemic!  Cannot visit sick &amp; dying loved ones! Force vaccinations or firings! #Biden tears open the border in a pandemic! 5 million migrants! 20% infected!
More people died in 2021 than in 2020!","[{'text': 'Teachers', 'indices': [0, 9]}, {'text': 'Democrats', 'indices': [39, 49]}, {'text': 'Biden', 'indices': [162, 168]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-19 00:23:17.810453,0.214,0.672,0.114,-0.7045
16557,36131,36131,236655907,Paeezy,Persian.. Republican.. Atheist.. Anti-Zionism.. Computer software engineer..,Iran,110,124,450,2011-01-11 02:34:06.000000,1571590380310695938,2022-09-18 20:02:00,0,"Americans will betray you.. like Kurds..
#Iran and #Russia saved Syria from ISIS.. They can save #Armenia from Pan-Turks too.. It's much easier and much closer..
Of course, if you want it.. https://t.co/iuhYJU49DM","[{'text': 'Iran', 'indices': [41, 46]}, {'text': 'Russia', 'indices': [51, 58]}, {'text': 'Armenia', 'indices': [97, 105]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-18 23:53:43.270803,0.096,0.616,0.288,0.7506
8600,19251,19251,1527648051405398017,wbdtt3,王八蛋推特,,2007,607,12875,2022-05-20 13:51:38.000000,1571481817152208896,2022-09-18 12:50:36,0,"#中国  #俄罗斯  #联盟  #军事  #经济  #美国  #台湾政策法  #经济大战  # 香港  #台湾 #香港股市
#China #Russia #Alliances #Military #Economy #United States #Taiwan Policy Act #Economic War #Hong kong  #Stockmarket","[{'text': '中国', 'indices': [0, 3]}, {'text': '俄罗斯', 'indices': [5, 9]}, {'text': '联盟', 'indices': [11, 14]}, {'text': '军事', 'indices': [16, 19]}, {'text': '经济', 'indices': [21, 24]}, {'text': '美国', 'indices': [26, 29]}, {'text': '台湾政策法', 'indices': [31, 37]}, {'text': '经济大战', 'indices': [39, 44]}, {'text': '台湾', 'indices': [52, 55]}, {'text': '香港股市', 'indices': [56, 61]}, {'text': 'China', 'indices': [62, 68]}, {'text': 'Russia', 'indices': [69, 76]}, {'text': 'Alliances', 'indices': [77, 87]}, {'text': 'Military', 'indices': [88, 97]}, {'text': 'Economy', 'indices': [98, 106]}, {'text': 'United', 'indices': [107, 114]}, {'text': 'Taiwan', 'indices': [122, 129]}, {'text': 'Economic', 'indices': [141, 150]}, {'text': 'Hong', 'indices': [155, 160]}, {'text': 'Stockmarket', 'indices': [167, 179]}]",en,,0,False,0,0,,1571481776949788672,1527648051405398016,wbdtt3,False,0,0,,2022-09-18 14:52:55.738658,0.123,0.789,0.088,-0.2732
6851,15391,15391,156900925,zo_zo73,"06 August 1973 born. Musician, writer, philosopher","Ternopil, Ukraine",1070,1458,20024,2010-06-18 07:18:29.000000,1571453965480431617,2022-09-18 10:59:56,0,"#WarInUkraine,#GratefulUkraine,#SupportUkraine Four from the Eight people who recorded this song are defending now the Ukraine with weapon. They don't longer play musical instruments by their hands. The enemy will regret for that. Hooray for Heroes!  https://t.co/sr9Teu0gct","[{'text': 'WarInUkraine', 'indices': [0, 13]}, {'text': 'GratefulUkraine', 'indices': [14, 30]}, {'text': 'SupportUkraine', 'indices': [31, 46]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-18 14:43:36.784381,0.228,0.633,0.139,-0.4986
10141,22562,22562,1133192578247954432,friendofrussia,"❝𝑹𝒖𝒔𝒔𝒊𝒂 𝐬𝐭𝐚𝐭𝐞-𝐚𝐟𝐟𝐢𝐥𝐢𝐚𝐭𝐞𝐝 𝒎𝒆𝒅𝒊𝒂❞ 🤫

𝗥𝗧 𝗼𝗻 𝗢𝗱𝘆𝘀𝗲𝗲
https://t.co/JBzIwxVbSN

𝗥𝗧 𝗼𝗻 𝗥𝘂𝗺𝗯𝗹𝗲
https://t.co/CkxERcMXIt",United Kingdom 𝐙,771,2344,20875,2019-05-28 02:05:39.000000,1571504296130379777,2022-09-18 14:19:55,2,🇷🇺: “Moscow and Beijing also have absolute similarity in their views regarding all sorts of provocative actions by the US. Both #China and #Russia consider Washington’s destabilizing behavior to be unacceptable.”,"[{'text': 'China', 'indices': [128, 134]}, {'text': 'Russia', 'indices': [139, 146]}]",en,,8,False,0,0,,1571503840897409024,1133192578247954432,friendofrussia,False,0,0,,2022-09-18 17:53:25.821341,0.0,1.0,0.0,0.0
18116,39492,39492,1216396694969102336,TimZitter,https://t.co/G7Q8YSpgOu,Brussels,55,286,9278,2020-01-12 16:29:21.000000,1571616665787310080,2022-09-18 21:46:27,0,"This is how the Russians lived in Kharkiv Oblast

#ukraine #russia https://t.co/6gLsfqKy02","[{'text': 'ukraine', 'indices': [50, 58]}, {'text': 'russia', 'indices': [59, 66]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-19 00:48:03.895250,0.0,1.0,0.0,0.0
14366,31182,31182,2725619570,klp723,"Total Berner, Liberal Progressive, closet hippy, old building junkie, former travel agent, museum lover cob house aficionado #BLM #POC she/her cis ☮️🌊🇺🇦 🌊💙","Federal Way, WA",1321,355,35313,2014-08-12 07:16:09.000000,1571558291456798722,2022-09-18 17:54:29,0,"If he was a #Democrat, #Trump would be doing life by now. #GOPHypocrisy #TrumpStoleClassifiedDocuments #putinspuppet #Democrats #MerrickGarland #Garland #Biden #VoteBlueToSaveDemocracy #TraitorTrash #TrumpCoupAttempt #VoteBlueForSoManyReasons #IndictArrestAndConvictTrump #Mueller https://t.co/G4iAcpJzlQ","[{'text': 'Democrat', 'indices': [12, 21]}, {'text': 'Trump', 'indices': [23, 29]}, {'text': 'GOPHypocrisy', 'indices': [58, 71]}, {'text': 'TrumpStoleClassifiedDocuments', 'indices': [72, 102]}, {'text': 'putinspuppet', 'indices': [103, 116]}, {'text': 'Democrats', 'indices': [117, 127]}, {'text': 'MerrickGarland', 'indices': [128, 143]}, {'text': 'Garland', 'indices': [144, 152]}, {'text': 'Biden', 'indices': [153, 159]}, {'text': 'VoteBlueToSaveDemocracy', 'indices': [160, 184]}, {'text': 'TraitorTrash', 'indices': [185, 198]}, {'text': 'TrumpCoupAttempt', 'indices': [199, 216]}, {'text': 'VoteBlueForSoManyReasons', 'indices': [217, 242]}, {'text': 'IndictArrestAndConvictTrump', 'indices': [243, 271]}, {'text': 'Mueller', 'indices': [272, 280]}]",en,,0,False,0,0,,0,0,,True,1571494079476781056,467726691,CheriJacobus,2022-09-18 21:23:33.434179,0.0,1.0,0.0,0.0
5831,12869,12869,180328005,Brandling,Fairly reasonable (hopefully) takes of a streamer/software developer.,"Ukraine, Dnipro",46,91,11264,2010-08-19 10:46:38.000000,1571435083759816705,2022-09-18 09:44:54,0,"Art that uses the ""shades of grey"" theme is educational. Sometimes this kind of narrative is not applicable to the real world, however.",[],en,,0,False,0,0,,0,0,,False,0,0,,2022-09-18 19:44:30.527072,0.0,0.948,0.052,0.0516
15441,33683,33683,1370129122035392521,SupportofUA,"#ukraine war
At the time, I try my best to support the Ukrainians and show what's going on there.
Spread the truth!
Don't forget to follow this page!💙💛",Kyiv,104,367,232,2021-03-11 21:47:50.000000,1571574183456391172,2022-09-18 18:57:38,0,"🇺🇦: The nicest moment I've ever seen. Little daughter meets her dad that just returned from the #war.

#SlavaUkraini #SlavaUkraïni #Ukraine #UkraineRussiaWar #Ukrainian #UkraineWar #Bucha #Kharkiv #Kherson #StandWithUkraine️ #RussiaIsANaziState #Russia #russian #Putin #NAFO https://t.co/XXdVmemEJx","[{'text': 'war', 'indices': [96, 100]}, {'text': 'SlavaUkraini', 'indices': [103, 116]}, {'text': 'SlavaUkraïni', 'indices': [117, 130]}, {'text': 'Ukraine', 'indices': [131, 139]}, {'text': 'UkraineRussiaWar', 'indices': [140, 157]}, {'text': 'Ukrainian', 'indices': [158, 168]}, {'text': 'UkraineWar', 'indices': [169, 180]}, {'text': 'Bucha', 'indices': [181, 187]}, {'text': 'Kharkiv', 'indices': [188, 196]}, {'text': 'Kherson', 'indices': [197, 205]}, {'text': 'StandWithUkraine️', 'indices': [206, 224]}, {'text': 'RussiaIsANaziState', 'indices': [225, 244]}, {'text': 'Russia', 'indices': [245, 252]}, {'text': 'russian', 'indices': [253, 261]}, {'text': 'Putin', 'indices': [262, 268]}, {'text': 'NAFO', 'indices': [269, 274]}]",en,,8,False,0,0,,0,0,,False,0,0,,2022-09-19 00:29:52.348437,0.1,0.818,0.082,-0.1779
10811,23914,23914,1465033168726241290,Play_Hard_Fun,"Якщо ви вважаєте, що від вас нічого не залежить, то ви ризикуєте, що це стане реальністью.",Kyiv,25,351,2596,2021-11-28 19:01:57.000000,1571513889262604290,2022-09-18 14:58:03,1,#russiaisaterrorisstate - its true &amp; fact.,"[{'text': 'russiaisaterrorisstate', 'indices': [0, 23]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-18 17:53:16.150596,0.0,0.641,0.359,0.4215
4226,8867,8867,1529850416783142912,UA_22_Ukraine,"Support aux ukraniens, diverses nouvelles! 🇺🇦 #Ukraine #ArmUkraineNow  #StandWithUkraine #Kiev #Zelensky #EU #Europe 🇪🇺",,544,260,8403,2022-05-26 15:43:37.000000,1571406467135062017,2022-09-18 07:51:11,0,"🇺🇦 Ukrainian Pres  #Zelenskiy said on Friday he had spoken to #Nike Inc and thanked the #US 🇺🇲 sportswear maker for making what he called the ""right decision"" to pull out of #Russia 🇷🇺

#Putin #UkraineWar
#PutinWarCriminal
#RussiaIsATerroristState
https://t.co/cMal4AckPU https://t.co/pdbyiWZ2ei","[{'text': 'Zelenskiy', 'indices': [19, 29]}, {'text': 'Nike', 'indices': [62, 67]}, {'text': 'US', 'indices': [88, 91]}, {'text': 'Russia', 'indices': [174, 181]}, {'text': 'Putin', 'indices': [186, 192]}, {'text': 'UkraineWar', 'indices': [193, 204]}, {'text': 'PutinWarCriminal', 'indices': [205, 222]}, {'text': 'RussiaIsATerroristState', 'indices': [223, 247]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-18 16:08:16.136107,0.0,0.931,0.069,0.4404
18998,41157,41157,817976607398731776,ani_digital,"Asian News International.Multi-media news agency,content for information platforms:TV,Internet,broadband,newspapers,mobiles https://t.co/QrqluPvffc",India,0,338698,72738,2017-01-08 06:09:55.000000,1571634397832675328,2022-09-18 22:56:54,5,"""Make sure you do what you're supposed to do"": Biden recalls hearty talk with Queen Elizabeth, says she reminded him of his mother

Read @ANI Story | https://t.co/MHRuUzDHVC 

#Biden #US #QueenElizabeth #StateFuneral https://t.co/PvzmEAYohb","[{'text': 'Biden', 'indices': [176, 182]}, {'text': 'US', 'indices': [183, 186]}, {'text': 'QueenElizabeth', 'indices': [187, 202]}, {'text': 'StateFuneral', 'indices': [203, 216]}]",en,,28,False,0,0,,0,0,,False,0,0,,2022-09-19 00:23:25.477035,0.0,0.933,0.067,0.3182
15989,34856,34856,1515246652432523268,MarkRid89403375,"Open Source Intelligence, Reporting news from all over Ukraine. 
 
@NewsUkrainian24 back up account.",,141,12924,13996,2022-04-16 08:32:39.000000,1571581246286843904,2022-09-18 19:25:42,27,"🇺🇦soldiers in high spirits🇺🇦
#UkraineRussiaWar https://t.co/7rkWHeHAB6","[{'text': 'UkraineRussiaWar', 'indices': [29, 46]}]",en,,143,False,0,0,,0,0,,False,0,0,,2022-09-19 00:24:02.267898,0.0,1.0,0.0,0.0
1525,2695,2695,1499763123603050497,FuckPutinBot,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",,14,224,272882,2022-03-04 15:06:25.000000,1571330681120096256,2022-09-18 02:50:02,0,"Go fuck yourself, Putin!
(English)

#StopRussianAggression #RussianWarCrimes #UkraineUnderAttack #RussiaInvadedUkraine","[{'text': 'StopRussianAggression', 'indices': [36, 58]}, {'text': 'RussianWarCrimes', 'indices': [59, 76]}, {'text': 'UkraineUnderAttack', 'indices': [77, 96]}, {'text': 'RussiaInvadedUkraine', 'indices': [97, 118]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-18 17:23:21.082632,0.322,0.678,0.0,-0.5848
14128,30690,30690,4230938057,ElkeHollings,Duke 🌈 and Luna just doing what she can to make the world a better place.... oh and to get more treats each day.,,5006,2550,838315,2015-11-20 01:57:23.000000,1571555031043940353,2022-09-18 17:41:32,0,"@KyivIndependent Send Ukraine the weapons they need.
#OpenUkrainianPorts 
#SaveMariupolDonbasAndAzov
#SendUkraineHeavyWeapons 
#SlavaUkraini
#LetHumanitarianAidThrough
#OpenHumaneCorridors
#HelpMariupolEvacuate
#SendUkraineHumanitarianAide 
#StopRussianGenocide
#GoHomeRussia 
#PutinsAWarCriminal","[{'text': 'OpenUkrainianPorts', 'indices': [53, 72]}, {'text': 'SaveMariupolDonbasAndAzov', 'indices': [74, 100]}, {'text': 'SendUkraineHeavyWeapons', 'indices': [101, 125]}, {'text': 'SlavaUkraini', 'indices': [127, 140]}, {'text': 'LetHumanitarianAidThrough', 'indices': [141, 167]}, {'text': 'OpenHumaneCorridors', 'indices': [168, 188]}, {'text': 'HelpMariupolEvacuate', 'indices': [189, 210]}, {'text': 'SendUkraineHumanitarianAide', 'indices': [211, 239]}, {'text': 'StopRussianGenocide', 'indices': [241, 261]}, {'text': 'GoHomeRussia', 'indices': [262, 275]}, {'text': 'PutinsAWarCriminal', 'indices': [277, 296]}]",en,,0,False,0,0,,1570925682737426432,1462548977367359488,KyivIndependent,False,0,0,,2022-09-18 21:29:14.444525,0.146,0.854,0.0,-0.4404
5422,11863,11863,1500929090676830209,PeaceLover07405,"Peace lover, #NAFO #Fella. Over the Dnieper, troll the vatnik, back in time for tea and medals, hurrah!!",,1033,789,31392,2022-03-07 20:20:30.000000,1571427691735179265,2022-09-18 09:15:32,0,"@AKorybko Because #Xi told #putin to stop being a d#@k which would have been embarrassing to report.
#russiaisateroriststate https://t.co/Qede29KaUY","[{'text': 'Xi', 'indices': [18, 21]}, {'text': 'putin', 'indices': [27, 33]}, {'text': 'russiaisateroriststate', 'indices': [101, 124]}]",en,,1,False,0,0,,1571402707780640768,923106269761851392,AKorybko,False,0,0,,2022-09-18 13:23:01.173746,0.22,0.78,0.0,-0.5859
